customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,signup_date,last_payment_date,zip,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,days_since_signup,days_since_last_payment,payment_delay,signup_missing,payment_missing
c100440,male,0,no,no,25.0,yes,no,dsl,two year,yes,electronic check,107.94,2698.5,,2023-06-18,2023-06-18 00:00:00.000000,unknown,no,no,no,yes,no,no,35222,35222,1,0,0
c101100,male,0,yes,yes,16.0,yes,no,no,month-to-month,yes,electronic check,117.29,1876.64,,2023-03-18,2024-08-08 01:19:55.355614,76618.0,no,unknown,no,yes,no,yes,35314,34805,1,0,0
c102637,male,0,no,yes,93.0,yes,no,no,two year,no,electronic check,52.4,4873.2,,2015-01-01,2015-01-01 00:00:00.000000,97894.0,unknown,no,no,no,no,unknown,38312,38312,1,1,1
c105688,male,0,no,no,109.0,yes,no phone service,fiber optic,two year,yes,electronic check,25.26,2753.34,,2018-08-29,2028-10-26 06:48:12.703994,27375.0,unknown,no,no,no,no,yes,36976,33265,1,0,0
c100649,male,0,yes,yes,91.0,yes,no phone service,fiber optic,one year,yes,bank transfer (automatic),74.83,6809.53,,2015-01-01,2030-10-26 21:41:41.057252,25764.0,no,no,no,no,no,yes,38312,32534,1,1,0
c101546,female,0,n,no,60.0,yes,no,dsl,month-to-month,yes,mailed check,97.24,5834.4,,2020-03-07,2024-12-22 00:59:46.853012,4356.0,no,no,yes,unknown,no,yes,36420,34669,1,0,0
c106129,female,0,no,yes,13.0,yes,no,no,two year,yes,credit card (automatic),65.83,855.79,,2022-09-03,2023-08-13 23:03:11.491477,45503.0,yes,no,no,no,no,yes,35510,35165,1,0,0
c106149,female,0,no,yes,18.0,no,no phone service,no,month-to-month,yes,electronic check,106.28,1913.04,,2017-03-01,2018-08-18 13:22:38.214688,71374.0,no,unknown,no,yes,yes,no,37522,36987,1,0,0
c102852,male,1,yes,no,59.0,no,no,dsl,one year,yes,electronic check,71.65,429.9,,2015-01-01,2015-01-01 00:00:00.000000,71373.0,no,yes,yes,yes,yes,no,38312,38312,1,1,1
c103503,male,0,no,no,59.0,yes,yes,dsl,annual,no,electronic check,88.9,5245.1,,2017-12-04,2017-12-04 00:00:00.000000,61168.0,yes,no,no,unknown,no,no,37244,37244,1,0,0
c105807,female,0,yes,yes,41.0,yes,multiple,fiber optic,two year,yes,electronic check,23.28,954.48,,2015-01-01,2015-01-01 00:00:00.000000,12379.0,no,no,yes,no,no,no,38312,38312,1,1,1
c100630,male,1,yes,no,90.0,yes,unknown,dsl ®,month-to-month,yes,electronic check,96.25,8662.5,,2018-11-23,2026-09-01 18:44:12.727948,19306.0,no,yes,no,yes,no,unknown,36890,34050,1,0,0
c104768,male,0,no,no,7.0,no,yes,no,month-to-month,yes,electronic check,102.07,714.49,,2016-01-30,2016-08-19 14:15:31.820756,38139.0,no,unknown,unknown,yes,no,unknown,37918,37716,1,0,0
c101249,male,0,no,no,63.0,no,no,dsl,two year,yes,bank transfer (automatic),65.11,3500.385,,2020-07-01,2026-01-27 16:52:14.010389,59551.0,no,no,no,no,yes,no,36304,34267,1,0,0
c105518,male,0,yes,none,13.0,yes,no,no,month-to-month,yes,mailed check,47.35,615.55,,2016-09-19,2017-10-01 12:31:46.007473,16236.0,unknown,yes,no,no,no,yes,37685,37308,1,0,0
c100482,female,no,yes,no,59.0,yes,no phone service,dsl,month-to-month,yes,mailed check,61.29,2267.73,,2015-01-01,2015-01-01 00:00:00.000000,40449.0,no,unknown,no,no,yes,unknown,38312,38312,1,1,1
c101584,female,no,yes,no,48.0,yes,unknown,dsl,two year,yes,electronic check,66.18,3500.385,,2019-06-25,2022-09-06 09:08:40.879970,3028.0,no,unknown,yes,no,yes,no,36676,35507,1,0,0
c104676,male,0,no,no,2.0,yes,no phone service,no,month-to-month,no,electronic check,36.09,72.18,,2015-01-01,2024-02-21 14:55:11.578025,unknown,no,no,unknown,no,no,yes,38312,34974,1,1,0
c101462,male,1,no,no,54.0,n,no phone service,fiber optic,month-to-month,no,mailed check,98.93,5342.22,,2023-05-22,2028-01-15 05:23:56.496468,6459.0,no,no,no,no,unknown,no,35249,33550,1,0,0
c103040,male,0,y,no,35.0,yes,no phone service,fiber optic,one year,yes,electronic check,45.76,1601.6,,2022-09-13,2025-03-26 14:46:30.823215,44861.0,no,no,no,no,no,yes,35500,34575,1,0,0
c105010,male,0,no,unknown,120.0,no,yes,dsl,month-to-month,yes,bank transfer (automatic),36.32,4358.4,,2015-01-01,2029-11-06 10:24:23.130234,45185.0,yes,yes,yes,no,yes,unknown,38312,32889,1,1,0
c106199,male,0,yes,no,31.0,n,no phone service,unknown,one year,yes,mailed check,93.8,2907.8,,2020-09-13,2020-09-13 00:00:00.000000,78272.0,no,yes,no,no,yes,unknown,36230,36230,1,0,0
c103273,male,0,yes,yes,45.0,yes,unknown,fiber optic,month-to-month,yes,electronic check,51.58,2321.1,,2015-01-01,2021-02-17 04:02:52.547390,34505.0,yes,no,no,no,no,unknown,38312,36073,1,1,0
c103683,male,0,no,unknown,108.0,n,no,unknown,one year,no,mailed check,23.53,2541.24,,2015-01-01,2015-01-01 00:00:00.000000,3097.0,unknown,yes,no,no,no,no,38312,38312,1,1,1
c104145,female,1,no,yes,60.0,yes,no,fiber optic,month-to-month,yes,credit card (automatic),39.14,2348.4,,2021-07-25,2027-05-06 11:45:21.686620,96475.0,no,no,no,yes,unknown,unknown,35915,33804,1,0,0
c105687,female,yes,no,unknown,21.0,yes,no phone service,no,month-to-month,yes,electronic check,83.41,3500.385,,2016-10-24,2018-06-27 15:06:16.742277,35673.0,unknown,no,unknown,unknown,unknown,yes,37650,37039,1,0,0
c104954,female,0,no,no,28.0,no,no,unknown,month-to-month,yes,mailed check,99.71,2791.88,,2015-01-01,2015-01-01 00:00:00.000000,19751.0,yes,unknown,no,no,no,yes,38312,38312,1,1,1
c103225,female,0,yes,yes,5.0,yes,no phone service,unknown,month-to-month,yes,electronic check,62.29,311.45,,2023-03-15,2023-07-13 16:06:59.351887,35574.0,no,unknown,no,no,no,yes,35317,35196,1,0,0
c101072,male,0,no,unknown,78.0,yes,unknown,dsl,two year,y,electronic check,87.57,6830.46,,2016-12-20,2016-12-20 00:00:00.000000,65485.0,no,yes,no,unknown,no,yes,37593,37593,1,0,0
c104815,female,0,no,no,64.0,yes,multiple,dsl,month-to-month,yes,electronic check,86.32,5524.48,,2022-08-07,2028-05-28 17:53:27.843497,93479.0,unknown,no,no,unknown,yes,no,35537,33415,1,0,0
c102631,male,1,yes,yes,53.0,yes,no phone service,no,one year,no,electronic check,49.8,3500.385,,2015-01-01,2015-01-01 00:00:00.000000,7185.0,unknown,unknown,no,no,unknown,unknown,38312,38312,1,1,1
c101660,male,0,no,no,62.0,no,no phone service,no,month-to-month,n,electronic check,74.15,4597.3,,2017-01-23,2017-01-23 00:00:00.000000,9558.0,no,yes,unknown,no,yes,unknown,37559,37559,1,0,0
c102425,female,1,no,no,120.0,yes,no,no,month-to-month,yes,bank transfer (automatic),83.13,9975.6,,2015-01-01,2031-01-24 14:25:22.175846,75666.0,no,no,no,no,no,yes,38312,32445,1,1,0
c105079,female,no,no,unknown,80.0,yes,no phone service,dsl,month-to-month,yes,electronic check,76.21,6096.8,,2018-07-13,2025-06-15 19:41:58.254325,2395.0,no,unknown,unknown,unknown,unknown,unknown,37023,34493,1,0,0
c106786,female,1,no,yes,9.0,no,no phone service,dsl,month-to-month,yes,electronic check,49.27,443.43,,2017-09-03,2018-07-16 18:22:38.870614,unknown,no,no,unknown,yes,no,yes,37336,37019,1,0,0
c106124,female,1,n,none,8.0,yes,no,dsl,month-to-month,no,electronic check,72.98,3500.385,,2015-01-01,2017-09-15 08:43:32.670483,51167.0,unknown,no,no,unknown,unknown,no,38312,37324,1,1,0
c103097,male,1,no,no,98.0,yes,yes,fiber optic,month-to-month,yes,credit card (automatic),56.04,5491.92,,2015-01-01,2024-01-26 16:48:03.366979,33047.0,no,no,no,unknown,no,no,38312,34999,1,1,0
c103976,female,0,yes,unknown,35.0,yes,no,dsl ®,two year,yes,cheque,109.69,3500.385,,2015-01-01,2020-05-17 22:56:45.231328,64196.0,no,no,no,unknown,no,no,38312,36348,1,1,0
c107919,female,0,y,unknown,3.0,y,multiple,fiber optic,month-to-month,no,bank transfer (automatic),105.42,316.26,,2015-01-01,2023-03-31 02:55:51.750619,unknown,yes,no,yes,no,yes,yes,38312,35301,1,1,0
c107638,male,1,yes,no,37.0,no,no,fiber,two year,no,electronic check,67.33,2491.21,,2015-01-01,2025-04-22 11:08:03.159795,60465.0,no,no,no,no,yes,yes,38312,34548,1,1,0
c105481,female,0,yes,no,110.0,no,no phone service,dsl,month-to-month,yes,electronic check,71.7,7887.0,,2015-01-01,2027-04-14 17:54:55.303357,68584.0,no,unknown,yes,unknown,yes,no,38312,33825,1,1,0
c106382,male,0,yes,none,59.0,yes,no phone service,no,month-to-month,no,electronic check,79.71,79630.29,,2021-10-02,2104-06-30 09:56:30.681715,41975.0,no,no,unknown,yes,no,no,35846,5625,1,0,0
c105495,female,0,no,no,73.0,yes,yes,fiber optic,month-to-month,yes,electronic check,71.17,5195.41,,2015-01-01,2023-03-17 13:13:59.769463,75492.0,no,no,no,unknown,unknown,yes,38312,35315,1,1,0
c105291,male,0,yes,no,59.0,no,yes,dsl,month-to-month,yes,electronic check,105.77,6240.43,,2020-08-30,2020-08-30 00:00:00.000000,85626.0,no,no,no,yes,yes,no,36244,36244,1,0,0
c101408,male,0,yes ?,no,7.0,yes,no phone service,fiber optic,month-to-month,yes,bank transfer (automatic),95.0,665.0,,2015-01-27,2015-08-22 00:44:26.690454,69732.0,no,no,unknown,no,no,yes,38286,38079,1,0,0
c101845,female,0,yes,no,98.0,yes,no phone service,dsl,two year,yes,credit card (automatic),44.47,4358.06,,2015-01-01,2030-03-14 03:37:11.035450,69827.0,no,no,yes,unknown,no,no,38312,32761,1,1,0
c101798,male,0,yes,no,105.0,yes,multiple,fiber,month-to-month,yes,mailed check,15.06,1581.3,,2017-03-13,2017-03-13 00:00:00.000000,98683.0,yes,yes,no,yes,unknown,yes,37510,37510,1,0,0
c103957,female,yes,yes,no,55.0,yes,no,fiber optic,month-to-month,yes,electronic check,78.22,4302.1,,2023-02-22,2023-02-22 00:00:00.000000,8905.0,yes,yes,no,no,no,unknown,35338,35338,1,0,0
c101475,female,1,yes,no,57.0,yes,unknown,unknown,month-to-month,no,electronic check,43.16,2460.12,,2019-07-20,2024-01-06 12:46:32.356235,26035.0,no,yes,yes,no,no,no,36651,35020,1,0,0
c105840,female,0,no,no,59.0,yes,yes,fiber optic,month-to-month,yes,electronic check,100.69,4631.74,,2019-12-09,2023-10-01 18:31:44.486347,14279.0,yes,no,no,no,yes,no,36509,35116,1,0,0
c100035,female,0,no,no,101.0,no,no phone service,fiber optic,month-to-month,yes,mailed check,69.13,6982.13,,2023-10-05,2033-07-04 00:55:02.172183,26980.0,no,no,no,no,no,yes,35113,31553,1,0,0
c106131,male,0,yes,yes,35.0,yes,no phone service,dsl,month-to-month,yes,bank transfer (automatic),58.62,2051.7,,2023-05-25,2023-05-25 00:00:00.000000,72176.0,yes,unknown,no,no,unknown,no,35246,35246,1,0,0
c100444,female,0,yes,yes,62.0,n,no,no,month-to-month,yes,mailed check,48.57,3011.34,,2023-02-10,2027-09-12 03:31:45.929020,62840.0,yes,unknown,yes,no,no,no,35350,33675,1,0,0
c102359,male,1,yes,no,59.0,yes,unknown,no,two year,yes,cheque,107.31,3970.47,,2020-07-17,2025-09-18 14:37:31.757255,54250.0,unknown,unknown,no,yes,yes,no,36288,34399,1,0,0
c103654,male,no,no,yes,87.0,yes,no phone service,fiber optic,one year,yes,electronic check,81.25,7068.75,,2023-12-30,2031-12-09 08:45:15.863127,44812.0,no,no,no,yes,no,no,35027,32126,1,0,0
c106328,female,0,yes ?,yes,46.0,no,no phone service,no,two year,yes,bank transfer (automatic),70.83,1220.84,,2018-10-27,2018-10-27 00:00:00.000000,53493.0,yes,no,yes,yes,no,no,36917,36917,1,0,0
c103179,male,0,no ?,no,59.0,no,yes,fiber,month-to-month,no,credit card (automatic),51.99,2027.61,,2015-01-01,2020-01-25 12:14:10.083952,34155.0,yes,yes,no,unknown,no,unknown,38312,36462,1,1,0
c101286,male,1,no,no,22.0,n,multiple,fiber optic,month-to-month,no,credit card (automatic),105.79,2327.38,,2023-09-23,2025-03-15 10:40:37.068625,34532.0,no,no,no,no,no,no,35125,34586,1,0,0
c107887,female,0,yes,no,9.0,no,no,fiber optic,one year,no,electronic check,24.4,3500.385,,2023-10-11,2024-06-08 10:14:47.157374,16951.0,no,no,unknown,yes,no,no,35107,34866,1,0,0
c104445,female,0,no,no,87.0,yes,no,fiber optic,two year,no,credit card (automatic),41.51,3500.385,,2015-01-01,2021-07-19 11:10:39.848416,46657.0,yes,unknown,yes,no,no,unknown,38312,35921,1,1,0
c103416,female,no,yes,no,30.0,yes,multiple,fiber optic,month-to-month,no,credit card (automatic),68.9,3500.385,,2020-03-04,2023-01-29 05:12:18.192564,71773.0,no,no,no,no,unknown,unknown,36423,35362,1,0,0
c102137,male,1,yes,no,89.0,n,unknown,dsl,one year,yes,credit card (automatic),77.31,6880.59,,2022-12-21,2031-09-22 11:00:30.859836,6112.0,yes,yes,no,no,no,no,35401,32204,1,0,0
c102636,female,0,no,no,107.0,yes,no,dsl,month-to-month,no,credit card (automatic),74.66,7988.62,,2022-01-25,2022-01-25 00:00:00.000000,unknown,unknown,unknown,no,no,no,yes,35731,35731,1,0,0
c104016,female,0,y,no,7.0,yes,no,dsl,two year,yes,mailed check,19.45,3500.385,,2023-02-01,2023-02-01 00:00:00.000000,22366.0,yes,yes,yes,no,no,unknown,35359,35359,1,0,0
c107770,male,0,yes,no,36.0,y,yes,dsl,month-to-month,yes,electronic check,37.27,1341.72,,2023-10-09,2027-04-04 06:50:24.978754,8715.0,no,no,no,yes,unknown,no,35109,33836,1,0,0
c101681,female,0,n,no,10.0,yes,no,no ®,month-to-month,yes,bank transfer (automatic),108.97,1089.7,,2018-04-03,2019-01-25 08:32:46.389644,11070.0,yes,no,no,yes,no,no,37124,36827,1,0,0
c105865,female,1,no,no,10.0,yes,no,dsl,month-to-month,no,mailed check,69.65,3500.385,,2015-07-02,2016-04-12 20:26:46.527909,82137.0,no,no,unknown,unknown,yes,no,38130,37844,1,0,0
c105275,male,0,yes,no,53.0,y,yes,dsl,two year,yes,mailed check,70.83,3500.385,,2015-01-01,2015-01-01 00:00:00.000000,33168.0,yes,no,no,no,no,unknown,38312,38312,1,1,1
c101692,female ?,0,no,unknown,85.0,no,no,dsl,month-to-month,no,mailed check,78.89,6705.65,,2015-01-01,2028-11-11 21:48:09.067334,7909.0,unknown,yes,no,no,no,no,38312,33248,1,1,0
c105950,male,yes,no,yes,113.0,no,no phone service,fiber,month-to-month,no,bank transfer (automatic),49.62,5607.06,,2015-01-01,2034-01-28 09:06:37.127390,3485.0,no,unknown,no,no,no,no,38312,31345,1,1,0
c106412,female,1,yes,no,114.0,yes,no phone service,no,month-to-month,yes,electronic check,109.76,12512.64,,2015-12-12,2015-12-12 00:00:00.000000,unknown,no,no,yes,unknown,no,no,37967,37967,1,0,0
c103635,male,0,no,no,88.0,no,no phone service,none,two year,yes,electronic check,65.8,5790.4,,2015-01-01,2028-01-18 10:25:33.405565,44627.0,no,yes,no,no,no,unknown,38312,33547,1,1,0
c100372,male,0,no,yes,46.0,no,yes,no,month-to-month,yes,bank transfer (automatic),39.66,1824.36,,2015-01-01,2015-01-01 00:00:00.000000,64808.0,no,yes,no,yes,unknown,no,38312,38312,1,1,1
c106191,female,0,yes,yes,113.0,n,unknown,unknown,month-to-month,no,electronic check,52.55,5938.15,,2021-10-06,2021-10-06 00:00:00.000000,65360.0,unknown,no,no,yes,no,unknown,35842,35842,1,0,0
c105453,female,0,yes,no,87.0,no,no phone service,fiber optic,month-to-month,no,electronic check,57.99,5045.13,,2015-07-09,2023-06-17 06:17:17.685347,unknown,no,no,unknown,unknown,no,yes,38123,35223,1,0,0
c104882,female,0,n,none,9.0,yes,unknown,no,month-to-month,yes,electronic check,70.83,681.39,,2015-01-01,2021-01-15 17:10:26.781601,48963.0,unknown,no,no,no,no,no,38312,36105,1,1,0
c107624,male,0,yes,unknown,73.0,no,no,fiber optic,two year,yes,electronic check,93.13,6798.49,,2016-01-12,2021-01-14 11:57:28.051305,10388.0,no,no,no,no,unknown,yes,37936,36107,1,0,0
c100140,female,0,no,no,98.0,yes,unknown,fiber optic,two year,yes,electronic check,83.37,3500.385,,2019-08-09,2027-07-31 23:02:17.960496,96600.0,no,no,unknown,unknown,unknown,no,36631,33717,1,0,0
c104884,male,0,yes,no,20.0,yes,no,fiber,month-to-month,yes,unknown,111.96,2239.2,,2015-01-01,2023-09-26 10:18:38.393452,3968.0,no,no,no,yes,no,no,38312,35122,1,1,0
c104419,male,0,yes,no,8.0,yes,no,none ®,two year,yes,credit card (automatic),96.72,773.76,,2017-06-26,2017-06-26 00:00:00.000000,17447.0,no,unknown,no,yes,no,no,37405,37405,1,0,0
c107500,male,yes,n,no,9.0,no,yes,fiber optic,month-to-month,yes,electronic check,81.69,735.21,,2015-01-01,2015-01-01 00:00:00.000000,8601.0,unknown,no,no,yes,yes,yes,38312,38312,1,1,1
c107415,male,0,y,no,63.0,yes,multiple,fiber optic,one year,yes,electronic check,100.07,6304.41,,2016-06-07,2022-01-27 08:44:00.690146,9218.0,no,yes,unknown,no,yes,yes,37789,35729,1,0,0
c100714,female,no,no,no,93.0,yes,no,fiber optic,month-to-month,no,bank transfer (automatic),115.35,3500.385,,2021-09-24,2028-10-22 12:31:59.547026,43379.0,no,unknown,no,unknown,unknown,yes,35854,33269,1,0,0
c105243,female,1,no,no,59.0,no,no,no,two year,no,mailed check,72.67,508.69,,2015-01-01,2019-07-11 03:51:39.150869,55406.0,yes,yes,no,no,yes,unknown,38312,36660,1,1,0
c103188,f ?,0,yes,no,54.0,yes,multiple,no,one year,yes,cheque,81.15,4382.1,,2015-01-01,2015-01-01 00:00:00.000000,20232.0,no,unknown,no,no,no,no,38312,38312,1,1,1
c107112,female,no,yes,no,28.0,yes,no phone service,fiber optic,two year,yes,credit card (automatic),106.97,2995.16,,2015-01-01,2022-04-30 19:44:43.299576,68126.0,no,unknown,no,unknown,yes,no,38312,35635,1,1,0
c104431,male,0,no,no,117.0,no,no phone service,unknown,month-to-month,yes,electronic check,107.2,12542.4,,2018-10-19,2028-06-15 01:56:04.816227,37716.0,no,no,no,unknown,no,yes,36925,33398,1,0,0
c105649,male,1,y,unknown,73.0,yes,no,dsl,month-to-month,no,bank transfer (automatic),61.61,4497.53,,2015-01-01,2025-05-25 21:30:40.924439,69936.0,yes,no,no,unknown,no,unknown,38312,34514,1,1,0
c100406,female,0,yes,unknown,52.0,yes,no,fiber optic,annual,yes,electronic check,81.28,4226.56,,2018-02-25,2022-10-22 14:45:31.451301,97645.0,no,no,yes,unknown,yes,unknown,37161,35461,1,0,0
c100020,male,0,no,no,50.0,yes,no,no,month-to-month,yes,electronic check,86.79,3500.385,,2015-06-17,2019-10-21 13:46:22.724057,unknown,yes,no,no,yes,no,yes,38145,36558,1,0,0
c101004,female,1,yes,no,86.0,no,no phone service,fiber optic,one year,yes,mailed check,39.96,3436.56,,2015-08-25,2022-06-18 16:37:06.475775,36583.0,yes,yes,no,no,yes,no,38076,35586,1,0,0
c104986,male,no,yes,unknown,52.0,yes,multiple,none,month-to-month,no,credit card (automatic),71.88,3737.76,,2017-12-31,2022-06-24 05:55:03.806393,unknown,no,no,unknown,yes,no,no,37217,35581,1,0,0
c102411,male,0,no,yes,108.0,yes,yes,fiber optic,month-to-month,yes,bank transfer (automatic),46.28,4998.24,,2015-01-01,2028-06-19 16:52:02.491784,26497.0,no,no,yes,no,no,no,38312,33393,1,1,0
c102545,male,0,no,no,41.0,y,multiple,no,month-to-month,n,electronic check,107.59,4411.19,,2022-05-02,2025-09-23 06:13:10.870012,unknown,no,yes,no,yes,unknown,yes,35634,34394,1,0,0
c106041,male,0,no,yes,59.0,n,yes,no,month-to-month,yes,bank transfer (automatic),32.41,32377.59,,2015-01-01,2015-01-01 00:00:00.000000,99961.0,yes,no,unknown,no,no,no,38312,38312,1,1,1
c102390,female,no,yes,unknown,71.0,yes,no phone service,no,one year,no,bank transfer (automatic),37.3,2648.3,,2018-07-31,2023-11-23 01:45:55.950350,61547.0,no,no,no,no,unknown,yes,37005,35064,1,0,0
c106810,male,0,no,no,96.0,yes,no phone service,no,two year,yes,electronic check,63.04,6051.84,,2022-02-14,2029-07-09 19:27:16.262858,75905.0,yes,yes,no,no,yes,no,35711,33008,1,0,0
c100042,male,0,yes,unknown,101.0,yes,no phone service,no,month-to-month,no,bank transfer (automatic),15.22,1537.22,,2023-12-09,2030-09-11 03:49:52.507761,unknown,no,no,no,unknown,no,yes,35048,32580,1,0,0
c102830,male,0,yes,none,46.0,yes,no phone service,fiber optic,month-to-month,yes,electronic check,33.08,1521.68,,2015-01-01,2019-09-27 04:01:51.498578,54216.0,no,no,yes,yes,no,unknown,38312,36582,1,1,0
c103371,male,0,y,no,33.0,yes,no phone service,fiber optic,month-to-month,yes,electronic check,85.73,2829.09,,2022-02-26,2022-02-26 00:00:00.000000,82748.0,yes,yes,no,no,yes,no,35699,35699,1,0,0
c103022,male,no,no,no,39.0,yes,no phone service,fiber,one year,no,bank transfer (automatic),59.31,2313.09,,2015-01-01,2022-07-29 05:52:41.478165,33726.0,unknown,unknown,unknown,yes,no,unknown,38312,35546,1,1,0
c103364,female,0,yes,unknown,73.0,yes,yes,fiber,one year,yes,bank transfer (automatic),35.7,2606.1,,2015-01-01,2015-01-01 00:00:00.000000,50228.0,yes,no,no,yes,unknown,unknown,38312,38312,1,1,1
c104399,male,0,no,yes,59.0,no,no phone service,dsl,month-to-month,yes,electronic check,100.15,100049.85,,2016-10-19,2099-08-22 00:32:34.769049,82559.0,yes,no,no,no,unknown,no,37655,7398,1,0,0
c105252,male,0,yes,yes,103.0,yes,no phone service,fiber optic,month-to-month,no,electronic check,70.83,9927.14,,2015-01-01,2026-10-27 03:42:59.706906,82575.0,no,no,unknown,yes,no,unknown,38312,33995,1,1,0
c100011,female,0,yes,no,76.0,no,no phone service,dsl,two year,yes,electronic check,126.24,9594.24,,2015-01-01,2027-04-16 15:40:25.275400,21349.0,yes,no,no,yes,no,unknown,38312,33823,1,1,0
c104760,male,0,no,no,117.0,yes,no phone service,unknown,two year,yes,electronic check,120.67,14118.39,,2015-12-29,2026-11-21 03:46:34.807735,unknown,yes,yes,yes,unknown,unknown,unknown,37950,33970,1,0,0
c101177,male,0,yes,no,23.0,no,unknown,dsl,month-to-month,yes,unknown,67.35,1549.05,,2016-05-23,2018-07-12 01:58:15.847575,76586.0,no,no,unknown,no,yes,yes,37804,37024,1,0,0
c101947,male,0,no,unknown,4.0,y,no phone service,dsl,month-to-month,yes,electronic check,109.3,437.2,,2023-05-25,2023-10-14 01:47:28.561603,31815.0,unknown,no,no,unknown,no,unknown,35246,35104,1,0,0
c102501,male,0,no,no,104.0,yes,no,none ®,month-to-month,no,electronic check,17.11,1779.44,,2018-09-12,2026-01-17 19:17:55.517580,28415.0,no,unknown,no,no,unknown,no,36962,34277,1,0,0
c106992,male,0,yes,no,57.0,yes,no phone service,dsl,one year,yes,mailed check,72.58,4137.06,,2016-11-20,2016-11-20 00:00:00.000000,75773.0,yes,no,unknown,no,no,unknown,37623,37623,1,0,0
c102863,male,0,yes,yes,27.0,yes,yes,dsl,month-to-month,yes,credit card (automatic),70.83,3500.385,,2023-11-15,2026-01-10 10:56:59.108283,93647.0,unknown,no,no,unknown,no,unknown,35072,34285,1,0,0
c103865,female,0,y,yes,64.0,yes,unknown,fiber,month-to-month,yes,electronic check,70.83,3082.24,,2015-03-03,2020-09-27 23:53:21.405876,71346.0,no,yes,no,no,no,no,38251,36215,1,0,0
c101026,f ?,0,yes,no,30.0,yes,no phone service,fiber optic,month-to-month,yes,mailed check,-11.54,-346.2,,2015-01-01,2017-10-28 04:21:08.483922,70765.0,unknown,yes,no,yes,yes,no,38312,37281,1,1,0
c103848,male,0,yes,no,65.0,no,no phone service,fiber optic ®,month-to-month,yes,bank transfer (automatic),14.47,3500.385,,2023-02-25,2023-02-25 00:00:00.000000,89542.0,no,no,no,no,no,no,35335,35335,1,0,0
c102989,female,1,yes,none,59.0,yes,no phone service,dsl,one year,yes,credit card (automatic),44.12,1676.56,,2023-08-18,2026-01-21 21:40:26.928166,24660.0,no,no,yes,unknown,no,yes,35161,34273,1,0,0
c100961,male,0,n ?,no,88.0,yes,no phone service,dsl,month-to-month,no,electronic check,110.55,3500.385,,2023-05-17,2030-12-05 13:23:40.787461,92319.0,no,yes,no,no,no,no,35254,32495,1,0,0
c102889,female,0,yes,no,116.0,yes,multiple,dsl,unknown,yes,mailed check,59.0,6844.0,,2021-09-13,2021-09-13 00:00:00.000000,83178.0,yes,yes,no,no,no,no,35865,35865,1,0,0
c103015,female,no,yes,no,113.0,yes,unknown,fiber,month-to-month,yes,bank transfer (automatic),142.23,16071.99,,2021-10-17,2030-05-07 14:41:26.830394,83967.0,yes,no,no,no,no,no,35831,32707,1,0,0
c103338,male,no,no,no,59.0,yes,no,dsl,month-to-month,yes,mailed check,95.81,3544.97,,2018-05-23,2018-09-14 21:09:09.405907,89712.0,yes,no,no,yes,no,no,37074,36959,1,0,0
c105701,female,1,no,no,87.0,no,no phone service,dsl,month-to-month,yes,credit card (automatic),47.44,4127.28,,2017-09-07,2024-07-03 12:12:53.642062,7666.0,no,no,no,unknown,unknown,no,37332,34841,1,0,0
c100735,female,yes,no,yes,106.0,yes,yes,fiber optic,one year,no,bank transfer (automatic),129.45,13721.7,,2015-01-01,2033-04-15 21:02:31.426184,85289.0,yes,no,no,no,yes,no,38312,31632,1,1,0
c104400,male,1,y,no,101.0,n,no,no,two year,yes,electronic check,-9.16,-925.16,,2015-01-01,2027-05-09 13:37:51.520927,11456.0,yes,yes,unknown,no,no,yes,38312,33801,1,1,0
c101440,female,0,no,no,59.0,yes,unknown,fiber optic,two year,no,mailed check,54.08,1189.76,,2022-02-18,2025-08-14 09:40:08.775377,75219.0,no,unknown,yes,no,no,no,35707,34434,1,0,0
c102875,female,0,no,no,0.0,yes,multiple,no,month-to-month,yes,electronic check,109.52,4380.8,,2015-01-01,2020-11-04 17:08:16.515437,94472.0,yes,no,no,yes,no,no,38312,36177,1,1,0
c103986,male,0,no,no,17.0,yes,no phone service,none,one year,yes,mailed check,50.51,858.67,,2021-05-10,2022-10-29 04:04:03.102371,84139.0,no,no,yes,no,yes,no,35991,35454,1,0,0
c100916,female,0,no,no,21.0,yes,no phone service,dsl,month-to-month,no,mailed check,72.84,1529.64,,2017-10-14,2017-10-14 00:00:00.000000,69966.0,no,no,yes,no,no,unknown,37295,37295,1,0,0
c106718,male,0,yes,unknown,8.0,no,no phone service,unknown,two year,no,electronic check,83.39,667.12,,2015-01-01,2021-06-03 10:22:03.695288,40857.0,unknown,yes,no,no,no,no,38312,35967,1,1,0
c106284,male,0,yes,no,64.0,yes,no,dsl,month-to-month,yes,credit card (automatic),106.54,6818.56,,2019-09-21,2024-05-25 01:11:25.246756,96473.0,no,yes,no,yes,no,no,36588,34880,1,0,0
c104089,male,0,no,no,8.0,no,no,no,unknown,yes,credit card (automatic),47.78,3500.385,,2019-01-27,2019-09-21 13:45:01.518861,94868.0,no,unknown,no,no,no,yes,36825,36588,1,0,0
